step,allocator,blended_action,aggressive_action,balanced_action,conservative_action
187,meta_rl,0.6845863,0.89320946,-0.36270994,0.7187488
188,meta_rl,0.44377288,0.93145084,-0.2895782,0.50448513
189,meta_rl,0.23402254,0.872998,-0.7059351,0.58456326
0,equal_weight,0.22277991,-0.09390795,-0.19205129,0.954299
1,equal_weight,0.037870903,-0.09742433,-0.31789982,0.52893686
2,equal_weight,0.108412445,0.1350435,-0.68974096,0.8799348
3,equal_weight,-0.087881885,-0.2409814,-0.93439513,0.9117309
4,equal_weight,-0.07690599,-0.21799397,-0.9914933,0.9787693
5,equal_weight,-0.1520974,-0.39924794,-0.9139215,0.8568772
6,equal_weight,-0.76591235,-0.51630306,-0.9624205,-0.8190135
7,equal_weight,-0.3343799,-0.1756255,-0.9334522,0.10593796
8,equal_weight,0.116737746,-0.6621495,0.9393964,0.07296634
9,equal_weight,-0.078462504,-0.20380813,0.91875935,-0.9503387
10,equal_weight,-0.25768968,-0.65480936,0.86570454,-0.9839642
11,equal_weight,-0.27146748,-0.80841494,0.96534467,-0.9713322
12,equal_weight,0.29792714,-0.6873853,0.8303087,0.75085807
13,equal_weight,0.5303665,0.06581271,0.7083862,0.8169005
14,equal_weight,0.63802785,0.24093652,0.69828963,0.97485733
15,equal_weight,0.4056088,0.15044141,0.42196643,0.6444186
16,equal_weight,-0.0722483,0.31647635,-0.3601547,-0.17306656
17,equal_weight,0.5924478,0.34065866,0.90263915,0.5340457
18,equal_weight,0.5850118,0.27746665,0.82020247,0.65736616
19,equal_weight,0.41440642,0.24529195,0.40359938,0.5943279
20,equal_weight,-0.0825093,0.2450862,0.33342147,-0.82603556
21,equal_weight,-0.21680708,-0.26768887,0.42492163,-0.807654
22,equal_weight,0.062217772,-0.3640551,0.7585696,-0.20786119
23,equal_weight,0.57122403,0.0484159,0.983613,0.6816431
24,equal_weight,0.79795736,0.4026028,0.99687517,0.99439406
25,equal_weight,0.78567904,0.45145535,0.9889736,0.9166081
26,equal_weight,0.78460693,0.47768033,0.9601755,0.91596496
27,equal_weight,0.87008685,0.6390586,0.98018265,0.99101925
28,equal_weight,0.82599163,0.7645838,0.7175827,0.99580836
29,equal_weight,0.97284794,0.95193076,0.976491,0.9901221
30,equal_weight,0.8975427,0.9729576,0.8849664,0.83470416
31,equal_weight,-0.3469325,-0.44015527,-0.23461157,-0.3660307
32,equal_weight,0.067446984,-0.37239552,0.47889018,0.095846295
33,equal_weight,-0.47706044,-0.7243479,-0.7156386,0.008805156
34,equal_weight,-0.35156682,0.07155752,-0.83089465,-0.2953633
35,equal_weight,-0.3942908,-0.1667167,-0.9079684,-0.10818732
36,equal_weight,0.14484112,0.85359335,-0.4449401,0.025870085
37,equal_weight,0.18039091,0.6084455,-0.07016981,0.0028970242
38,equal_weight,0.7476573,0.788635,0.7201258,0.7342111
39,equal_weight,0.65003115,0.28514397,0.69113946,0.97380996
40,equal_weight,0.6969332,0.48415887,0.73360825,0.87303245
41,equal_weight,0.24913871,-0.34196234,0.299991,0.78938746
42,equal_weight,-0.21037734,-0.89570177,-0.6923783,0.95694804
43,equal_weight,-0.24352469,-0.50977993,-0.77351075,0.5527166
44,equal_weight,0.32330924,0.19753826,0.8770416,-0.10465211
45,equal_weight,0.47973517,0.3757677,0.8369156,0.2265222
46,equal_weight,0.65390664,0.48640203,0.9015235,0.5737945
47,equal_weight,0.7394899,0.5936401,0.97016966,0.65466
48,equal_weight,0.76802903,0.5958761,0.96615887,0.7420522
49,equal_weight,0.50138265,0.43335223,0.5874361,0.48335958
50,equal_weight,0.40622285,0.5651572,0.23035133,0.42316008
51,equal_weight,0.61850065,0.49653387,0.57876587,0.78020215
52,equal_weight,0.6064783,0.47860026,0.6196337,0.72120094
53,equal_weight,0.6347372,0.47785068,0.5229299,0.90343094
54,equal_weight,0.5451326,-0.24678135,0.8840774,0.9981017
55,equal_weight,0.5110064,-0.20241964,0.7383094,0.99712944
56,equal_weight,0.3862254,-0.18788642,0.3505845,0.9959781
57,equal_weight,-0.17169005,-0.51990896,-0.8623904,0.8672292
58,equal_weight,0.6303634,0.08315539,0.81057596,0.9973588
59,equal_weight,0.9526237,0.89542675,0.9777013,0.9847431
60,equal_weight,0.7740801,0.70056,0.76599836,0.8556819
61,equal_weight,0.030523757,-0.07715881,-0.5470006,0.71573067
62,equal_weight,-0.42090893,0.031147838,-0.9930756,-0.300799
63,equal_weight,-0.0062808394,-0.073144436,-0.8320127,0.88631463
64,equal_weight,-0.6539253,-0.11183387,-0.9008769,-0.94906515
65,equal_weight,-0.27889094,-0.25547242,0.39045453,-0.97165495
66,equal_weight,-0.65112257,-0.16403562,-0.79181343,-0.99751866
67,equal_weight,-0.743978,-0.3022732,-0.9428208,-0.9868401
68,equal_weight,-0.70509297,-0.19073373,-0.979705,-0.94484013
69,equal_weight,-0.7193368,-0.25556684,-0.9820705,-0.92037314
70,equal_weight,-0.16355975,0.52968395,-0.46335542,-0.5570078
71,equal_weight,0.58462346,0.57739246,0.57318044,0.6032975
72,equal_weight,0.39152196,0.18855548,0.7231631,0.2628473
73,equal_weight,0.20528972,0.24707961,0.86208963,-0.49330008
74,equal_weight,0.83629996,0.91714704,0.7815006,0.8102522
75,equal_weight,0.9058561,0.9446124,0.8289516,0.9440042
76,equal_weight,0.9316748,0.8950565,0.9896537,0.9103141
77,equal_weight,0.66550195,0.119398594,0.9781183,0.89898896
78,equal_weight,0.6864087,0.376194,0.9830463,0.69998574
79,equal_weight,0.5650806,-0.1245563,0.9005877,0.91921043
80,equal_weight,-0.42036664,-0.89031166,-0.6211067,0.2503184
81,equal_weight,-0.41738427,-0.93321264,-0.44560385,0.12666368
82,equal_weight,0.6975049,0.24554753,0.85348725,0.99347985
83,equal_weight,0.50116754,0.47851884,0.034992695,0.98999107
84,equal_weight,0.61334735,0.6429101,0.30944133,0.88769054
85,equal_weight,0.7065724,0.69595397,0.5004418,0.9233215
86,equal_weight,0.315671,0.45597494,0.027168036,0.46387005
87,equal_weight,-0.21700208,-0.069681406,-0.16351807,-0.41780674
88,equal_weight,-0.22334193,0.36571908,-0.66511256,-0.3706323
89,equal_weight,0.26656148,0.09272432,0.66246605,0.044494033
90,equal_weight,0.23060812,0.3616023,-0.25359935,0.5838214
91,equal_weight,0.2712773,0.2949803,0.43908644,0.0797652
92,equal_weight,0.3741022,0.35027087,0.5466337,0.225402
93,equal_weight,0.27530086,0.239779,0.41750193,0.16862166
94,equal_weight,0.6481808,0.29174364,0.8095107,0.84328794
95,equal_weight,0.7027505,0.29601932,0.8696053,0.94262695
96,equal_weight,0.7748841,0.4528985,0.95039356,0.92136025
97,equal_weight,0.7962179,0.60928893,0.79981494,0.9795499
98,equal_weight,0.8604942,0.8935442,0.8406546,0.84728384
99,equal_weight,0.7967709,0.59513974,0.9167173,0.87845564
100,equal_weight,0.9738021,0.9905751,0.9711826,0.9596486
101,equal_weight,0.71885854,0.6377188,0.8267069,0.6921499
102,equal_weight,-0.6836787,-0.75617445,-0.3209607,-0.97390085
103,equal_weight,-0.024048528,-0.09387267,-0.04500687,0.06673396
104,equal_weight,-0.55120456,-0.9382359,0.12350702,-0.8388849
105,equal_weight,-0.7222195,-0.99453604,-0.40072626,-0.7713963
106,equal_weight,0.463829,0.9642534,0.0024635792,0.42477
107,equal_weight,0.4178692,0.3328141,0.46877766,0.45201588
108,equal_weight,0.5155212,-0.06711942,0.83540165,0.77828145
109,equal_weight,0.23078601,0.17615128,-0.36681318,0.8830199
110,equal_weight,0.5431525,0.29958916,0.39663267,0.93323565
111,equal_weight,0.2912856,0.26209998,-0.25006485,0.86182165
112,equal_weight,0.0065480075,0.049960256,-0.5337583,0.50344205
113,equal_weight,0.23947209,0.18838418,-0.41476768,0.9447998
114,equal_weight,0.08323324,0.055520892,-0.610008,0.8041868
115,equal_weight,0.22624223,0.4077866,-0.5650313,0.83597136
116,equal_weight,0.3660839,0.81404865,-0.20495933,0.48916233
117,equal_weight,0.19191854,0.68756056,-0.70556474,0.5937598
118,equal_weight,0.11794084,0.58778334,-0.6147743,0.38081348
119,equal_weight,-0.12621373,0.27549994,-0.6600459,0.0059047937
120,equal_weight,0.21428923,0.6460383,-0.61257136,0.60940075
121,equal_weight,0.55860263,0.8649154,-0.13148224,0.9423748
122,equal_weight,0.079282664,0.63807166,0.11276567,-0.51298934
123,equal_weight,0.23307507,0.52793753,0.07024789,0.10103977
124,equal_weight,-0.45424098,-0.2878713,-0.74798506,-0.32686657
125,equal_weight,0.16800691,0.5083016,-0.12075335,0.11647248
126,equal_weight,0.0034992099,-0.0030488968,0.028420925,-0.014874399
127,equal_weight,-0.28401726,0.15173459,-0.46788973,-0.53589666
128,equal_weight,0.22456564,0.14454341,-0.23173982,0.76089334
129,equal_weight,0.13141222,0.15820551,-0.45511818,0.69114935
130,equal_weight,-0.2134734,-0.14582628,-0.99211115,0.49751723
131,equal_weight,-0.112937845,0.3267212,-0.8267443,0.16120958
132,equal_weight,0.12573765,0.3653816,-0.8870755,0.8989068
133,equal_weight,0.2970642,0.57096016,-0.66137373,0.9816061
134,equal_weight,0.5177751,0.7158183,-0.14382982,0.98133683
135,equal_weight,0.2475255,0.73131514,-0.9093002,0.92056155
136,equal_weight,0.3391908,0.7671368,-0.66334623,0.9137819
137,equal_weight,0.478453,0.67742443,0.18921232,0.56872225
138,equal_weight,0.40526882,0.58063936,0.29075015,0.34441698
139,equal_weight,0.7940491,0.8211682,0.8393049,0.7216742
140,equal_weight,0.64434975,0.9006264,0.32948613,0.70293677
141,equal_weight,0.643512,0.7820389,0.691818,0.4566791
142,equal_weight,0.65050215,0.60038245,0.83231974,0.5188043
143,equal_weight,-0.1455273,0.33355463,-0.6399844,-0.1301521
144,equal_weight,-0.37460902,-0.10671705,-0.9297455,-0.087364554
145,equal_weight,-0.6053318,-0.6494861,-0.9573161,-0.20919311
146,equal_weight,-0.8156074,-0.9287522,-0.5738156,-0.9442545
147,equal_weight,-0.9334426,-0.9658675,-0.83780634,-0.99665385
148,equal_weight,-0.8772266,-0.89916605,-0.74292105,-0.98959273
149,equal_weight,-0.8977402,-0.9496973,-0.7447966,-0.99872667
150,equal_weight,-0.88531536,-0.8971186,-0.8887867,-0.8700408
151,equal_weight,-0.91359806,-0.9258484,-0.8307109,-0.98423487
152,equal_weight,-0.5828681,-0.6708973,-0.51535004,-0.5623569
153,equal_weight,-0.65435076,-0.47802448,-0.49991703,-0.9851107
154,equal_weight,0.94437104,0.97374606,0.8786397,0.98072743
155,equal_weight,0.93807,0.9202174,0.9079416,0.9860511
156,equal_weight,0.93834054,0.9236896,0.9226872,0.96864486
157,equal_weight,0.95163196,0.91461325,0.9648204,0.9754622
158,equal_weight,0.93660945,0.8993361,0.94853616,0.961956
159,equal_weight,0.8410535,0.68664086,0.9670497,0.8694699
160,equal_weight,0.7933371,0.78905106,0.9071646,0.6837957
161,equal_weight,0.8006335,0.7855294,0.8336152,0.78275585
162,equal_weight,0.8180707,0.80789196,0.8772156,0.7691045
163,equal_weight,0.8245486,0.79135716,0.88192725,0.8003614
164,equal_weight,0.42990348,0.6262162,0.69548583,-0.03199154
165,equal_weight,0.7191548,0.73197424,0.5732269,0.8522632
166,equal_weight,0.9333237,0.9579525,0.8786807,0.9633378
167,equal_weight,0.95775986,0.9745531,0.9290831,0.96964335
168,equal_weight,0.95934737,0.9805343,0.99237025,0.90513754
169,equal_weight,0.9329344,0.93671477,0.99026847,0.87182
170,equal_weight,0.95283306,0.96961784,0.9907216,0.89815974
171,equal_weight,0.92085934,0.92348814,0.9916265,0.84746337
172,equal_weight,0.9521858,0.9650469,0.97866154,0.91284895
173,equal_weight,0.9071799,0.939378,0.9642528,0.81790876
174,equal_weight,-0.23551773,-0.5344674,-0.8851237,0.71303797
175,equal_weight,0.15618874,-0.14289993,-0.10636878,0.71783495
176,equal_weight,0.6768299,0.21099496,0.8705714,0.94892335
177,equal_weight,0.2739711,0.115101814,-0.20508146,0.911893
178,equal_weight,0.23339935,-0.17928088,0.42253375,0.45694518
179,equal_weight,0.08618643,-0.0841369,-0.57313704,0.91583323
180,equal_weight,-0.21726246,-0.4249866,-0.96540713,0.73860633
181,equal_weight,-0.4948174,-0.6894306,-0.99463016,0.19960856
182,equal_weight,-0.2337128,-0.5753436,-0.9913259,0.8655311
183,equal_weight,-0.34117258,-0.93298185,-0.9847119,0.894176
184,equal_weight,-0.22453928,-0.46257514,-0.9645546,0.7535119
185,equal_weight,0.17885612,-0.39725983,-0.02065128,0.95447946
186,equal_weight,0.75261235,0.5836463,0.73904777,0.935143
187,equal_weight,0.4056498,0.89114237,-0.3830371,0.7088442
188,equal_weight,0.43488908,0.90086997,-0.160514,0.56431127
189,equal_weight,0.24162196,0.871855,-0.7230919,0.57610273
0,vol_regime,-0.01853026,-0.09390795,-0.19205129,0.954299
1,vol_regime,-0.021015644,-0.086662054,-0.3477475,0.48027325
2,vol_regime,0.03889657,0.12874746,-0.66231555,0.8839952
3,vol_regime,-0.33355767,-0.23730576,-0.9439034,0.919968
4,vol_regime,-0.18888828,-0.30402482,-0.9893714,0.9935591
5,vol_regime,-0.21872965,-0.41452384,-0.902009,0.8881037
6,vol_regime,-0.7634633,-0.49984616,-0.96085405,-0.7638929
7,vol_regime,-0.39621848,-0.17921692,-0.93333024,0.102928996
8,vol_regime,0.21416026,-0.6814416,0.9474268,0.1320734
9,vol_regime,0.028937351,-0.1289646,0.88531923,-0.9550032
10,vol_regime,-0.13063182,-0.56523746,0.8384595,-0.9881479
11,vol_regime,-0.1449031,-0.7771722,0.95451903,-0.97853017
12,vol_regime,0.3444545,-0.6012961,0.74916685,0.75058866
13,vol_regime,0.5296213,0.055645823,0.6786852,0.804845
14,vol_regime,0.6440382,0.24059606,0.6985284,0.9748268
15,vol_regime,0.4043487,0.15189755,0.4185655,0.6378441
16,vol_regime,-0.10072823,0.3165815,-0.35955685,-0.1729331
17,vol_regime,0.6223956,0.34839284,0.9163588,0.50444734
18,vol_regime,0.60389507,0.27230382,0.80848,0.6627064
19,vol_regime,0.41283467,0.25038958,0.39251304,0.60237527
20,vol_regime,-0.041128308,0.24503851,0.3331524,-0.8263361
21,vol_regime,-0.15480049,-0.21466553,0.37136936,-0.79649526
22,vol_regime,0.20590788,-0.23530185,0.753561,-0.08308655
23,vol_regime,0.64626247,0.16557443,0.98361635,0.67714524
24,vol_regime,0.8237623,0.42206836,0.99652374,0.99510765
25,vol_regime,0.80791783,0.4554044,0.98868346,0.91941035
26,vol_regime,0.80338126,0.48068774,0.9607507,0.9162488
27,vol_regime,0.88125694,0.638875,0.9806783,0.99107707
28,vol_regime,0.816112,0.76305366,0.7211337,0.995808
29,vol_regime,0.9727148,0.9509146,0.9760674,0.99004483
30,vol_regime,0.89627796,0.9729574,0.88495815,0.83469164
31,vol_regime,-0.33554286,-0.44021356,-0.23420274,-0.3659923
32,vol_regime,0.10079381,-0.3898906,0.47347486,0.09457016
33,vol_regime,-0.49575108,-0.72211254,-0.7148903,0.022796035
34,vol_regime,-0.39462838,0.09305167,-0.826091,-0.30702496
35,vol_regime,-0.43552443,-0.11997604,-0.9122792,-0.11539984
36,vol_regime,0.07046853,0.8600066,-0.47682345,0.010653138
37,vol_regime,0.16706724,0.61607146,-0.05127591,0.0091872215
38,vol_regime,0.7431011,0.78787637,0.7192185,0.7301694
